law_id,law_name,gap_inr,gap_pct,severity,penalty,worker_id,state,industry,gender
3,"Payment of Wages Act, 1936",9824.0,45.48148148148148,MEDIUM,691.2,22,Gujarat,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",3056.6356678263473,16.883977599945016,CRITICAL,50764.158916956585,22,Gujarat,Agriculture,Female
8,Agricultural Labourers Act (State),2454.4155574374818,17.284021530943594,MEDIUM,1147.264933446249,22,Gujarat,Agriculture,Female
1,"Minimum Wages Act, 1948",678.0,3.808988764044944,MEDIUM,567.8,23,Jharkhand,Silk,Female
1,"Minimum Wages Act, 1948",13844.0,64.0925925925926,HIGH,1884.4,24,Karnataka,Agriculture,Female
2,"Equal Remuneration Act, 1976",7632.200453789137,42.15808343023851,HIGH,11144.830068068371,24,Karnataka,Agriculture,Female
3,"Payment of Wages Act, 1936",11684.0,54.092592592592595,MEDIUM,784.2,24,Karnataka,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",4916.635667826347,27.158083430238513,CRITICAL,51229.158916956585,24,Karnataka,Agriculture,Female
8,Agricultural Labourers Act (State),4314.415557437482,30.382162124999844,MEDIUM,1258.8649334462489,24,Karnataka,Agriculture,Female
1,"Minimum Wages Act, 1948",12452.0,61.0392156862745,HIGH,1745.2,25,West Bengal,Agriculture,Female
2,"Equal Remuneration Act, 1976",7440.200453789137,41.097530570337256,HIGH,11116.03006806837,25,West Bengal,Agriculture,Female
3,"Payment of Wages Act, 1936",10412.0,51.03921568627451,MEDIUM,720.6,25,West Bengal,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",4724.635667826347,26.097530570337245,CRITICAL,51181.158916956585,25,West Bengal,Agriculture,Female
8,Agricultural Labourers Act (State),4122.415557437482,29.03009599916178,MEDIUM,1247.344933446249,25,West Bengal,Agriculture,Female
1,"Minimum Wages Act, 1948",1290.0,6.323529411764706,MEDIUM,629.0,26,Haryana,Services,Male
1,"Minimum Wages Act, 1948",10564.0,48.907407407407405,HIGH,1556.4,27,Karnataka,Food Processing,Male
3,"Payment of Wages Act, 1936",8404.0,38.907407407407405,MEDIUM,620.2,27,Karnataka,Food Processing,Male
1,"Minimum Wages Act, 1948",4258.0,23.655555555555555,MEDIUM,925.8,28,Madhya Pradesh,Silk,Female
2,"Equal Remuneration Act, 1976",1646.200453789137,9.093138537691813,HIGH,10246.93006806837,28,Madhya Pradesh,Silk,Female
3,"Payment of Wages Act, 1936",2458.0,13.655555555555557,MEDIUM,322.9,28,Madhya Pradesh,Silk,Female
1,"Minimum Wages Act, 1948",8490.0,45.89189189189189,HIGH,1349.0,29,Punjab,Construction,Male
3,"Payment of Wages Act, 1936",6640.0,35.891891891891895,MEDIUM,532.0,29,Punjab,Construction,Male
7,"Building & Construction Workers Act, 1996",1759.6674975562073,12.70823813190423,MEDIUM,2140.7733998044964,29,Punjab,Construction,Male
1,"Minimum Wages Act, 1948",12099.0,62.04615384615385,HIGH,1709.9,30,Uttar Pradesh,Small Manufacturing,Female
2,"Equal Remuneration Act, 1976",7987.200453789137,44.11900147849346,HIGH,11198.080068068371,30,Uttar Pradesh,Small Manufacturing,Female
3,"Payment of Wages Act, 1936",10149.0,52.04615384615384,MEDIUM,707.45,30,Uttar Pradesh,Small Manufacturing,Female
4,"Contract Labour (R&A) Act, 1970",3206.4622119815667,21.159854294383575,HIGH,5320.646221198157,30,Uttar Pradesh,Small Manufacturing,Female
6,"POSH Act, 2013 (Severe Discrimination)",5271.635667826347,29.119001478493452,CRITICAL,51317.908916956585,30,Uttar Pradesh,Small Manufacturing,Female
1,"Minimum Wages Act, 1948",5645.0,27.67156862745098,MEDIUM,1064.5,34,Maharashtra,Textiles,Female
2,"Equal Remuneration Act, 1976",633.2004537891371,3.4976174591502476,HIGH,10094.980068068371,34,Maharashtra,Textiles,Female
3,"Payment of Wages Act, 1936",3605.0,17.67156862745098,MEDIUM,380.25,34,Maharashtra,Textiles,Female
1,"Minimum Wages Act, 1948",8949.0,43.86764705882353,HIGH,1394.9,35,Maharashtra,Retail,Female
2,"Equal Remuneration Act, 1976",3937.200453789137,21.74796458995117,HIGH,10590.580068068371,35,Maharashtra,Retail,Female
3,"Payment of Wages Act, 1936",6909.0,33.86764705882353,MEDIUM,545.45,35,Maharashtra,Retail,Female
6,"POSH Act, 2013 (Severe Discrimination)",1221.6356678263473,6.747964589951164,CRITICAL,50305.408916956585,35,Maharashtra,Retail,Female
1,"Minimum Wages Act, 1948",9554.0,44.23148148148148,HIGH,1455.4,36,Karnataka,Food Processing,Female
2,"Equal Remuneration Act, 1976",3342.200453789137,18.461355466819647,HIGH,10501.330068068371,36,Karnataka,Food Processing,Female
3,"Payment of Wages Act, 1936",7394.0,34.23148148148148,MEDIUM,569.7,36,Karnataka,Food Processing,Female
6,"POSH Act, 2013 (Severe Discrimination)",626.6356678263473,3.461355466819642,CRITICAL,50156.658916956585,36,Karnataka,Food Processing,Female
1,"Minimum Wages Act, 1948",1709.0,7.912037037037037,MEDIUM,670.9,38,Karnataka,Services,Male
1,"Minimum Wages Act, 1948",5816.0,29.825641025641026,MEDIUM,1081.6,39,Rajasthan,Agriculture,Male
3,"Payment of Wages Act, 1936",3866.0,19.825641025641026,MEDIUM,393.3,39,Rajasthan,Agriculture,Male
1,"Minimum Wages Act, 1948",9057.0,44.39705882352941,HIGH,1405.7,40,Maharashtra,Retail,Male
3,"Payment of Wages Act, 1936",7017.0,34.39705882352941,MEDIUM,550.85,40,Maharashtra,Retail,Male
1,"Minimum Wages Act, 1948",4523.0,25.410112359550563,MEDIUM,952.3,41,Jharkhand,Mining,Male
3,"Payment of Wages Act, 1936",2743.0,15.410112359550562,MEDIUM,337.15,41,Jharkhand,Mining,Male
1,"Minimum Wages Act, 1948",7435.0,41.30555555555556,HIGH,1243.5,42,Madhya Pradesh,Leather,Male
3,"Payment of Wages Act, 1936",5635.0,31.305555555555554,MEDIUM,481.75,42,Madhya Pradesh,Leather,Male
1,"Minimum Wages Act, 1948",2660.0,11.822222222222223,MEDIUM,766.0,45,Chhattisgarh,Retail,Male
3,"Payment of Wages Act, 1936",410.0,1.8222222222222224,MEDIUM,220.5,45,Chhattisgarh,Retail,Male
1,"Minimum Wages Act, 1948",2219.0,12.46629213483146,MEDIUM,721.9,46,Jharkhand,Agriculture,Male
3,"Payment of Wages Act, 1936",439.0,2.466292134831461,MEDIUM,221.95,46,Jharkhand,Agriculture,Male
1,"Minimum Wages Act, 1948",9301.0,45.59313725490196,HIGH,1430.1,48,Maharashtra,Agriculture,Female
2,"Equal Remuneration Act, 1976",4289.200453789137,23.692311499770152,HIGH,10643.38006806837,48,Maharashtra,Agriculture,Female
3,"Payment of Wages Act, 1936",7261.0,35.59313725490196,MEDIUM,563.05,48,Maharashtra,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",1573.6356678263473,8.692311499770147,CRITICAL,50393.408916956585,48,Maharashtra,Agriculture,Female
8,Agricultural Labourers Act (State),971.4155574374818,6.8407191110589585,MEDIUM,1058.284933446249,48,Maharashtra,Agriculture,Female
1,"Minimum Wages Act, 1948",2229.0,10.926470588235295,MEDIUM,722.9,49,Maharashtra,Construction,Male
3,"Payment of Wages Act, 1936",189.0,0.926470588235294,MEDIUM,209.45,49,Maharashtra,Construction,Male
1,"Minimum Wages Act, 1948",5850.0,27.083333333333332,MEDIUM,1085.0,50,Karnataka,IT Services,Female
3,"Payment of Wages Act, 1936",3690.0,17.083333333333332,MEDIUM,384.5,50,Karnataka,IT Services,Female
1,"Minimum Wages Act, 1948",1475.0,6.828703703703703,MEDIUM,647.5,51,Gujarat,Retail,Male
1,"Minimum Wages Act, 1948",7614.0,39.04615384615385,HIGH,1261.4,52,Uttar Pradesh,Agriculture,Female
2,"Equal Remuneration Act, 1976",3502.200453789137,19.34514951673737,HIGH,10525.330068068371,52,Uttar Pradesh,Agriculture,Female
3,"Payment of Wages Act, 1936",5664.0,29.046153846153842,MEDIUM,483.2,52,Uttar Pradesh,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",786.6356678263473,4.345149516737362,CRITICAL,50196.658916956585,52,Uttar Pradesh,Agriculture,Female
8,Agricultural Labourers Act (State),184.41555743748177,1.2986563973373075,MEDIUM,1011.0649334462489,52,Uttar Pradesh,Agriculture,Female
1,"Minimum Wages Act, 1948",4566.0,25.366666666666664,MEDIUM,956.6,53,Madhya Pradesh,Retail,Female
2,"Equal Remuneration Act, 1976",1954.200453789137,10.794442083783425,HIGH,10293.13006806837,53,Madhya Pradesh,Retail,Female
3,"Payment of Wages Act, 1936",2766.0,15.366666666666667,MEDIUM,338.3,53,Madhya Pradesh,Retail,Female
1,"Minimum Wages Act, 1948",854.0,4.88,MEDIUM,585.4,54,Odisha,Retail,Male
1,"Minimum Wages Act, 1948",11857.0,58.12254901960784,HIGH,1685.7,56,Maharashtra,Construction,Male
3,"Payment of Wages Act, 1936",9817.0,48.12254901960784,MEDIUM,690.85,56,Maharashtra,Construction,Male
4,"Contract Labour (R&A) Act, 1970",1149.667350928641,8.302844991094686,HIGH,5114.966735092864,56,Maharashtra,Construction,Male
7,"Building & Construction Workers Act, 1996",3226.6674975562073,23.302844991094688,MEDIUM,2258.1333998044965,56,Maharashtra,Construction,Male
1,"Minimum Wages Act, 1948",10039.0,49.21078431372549,HIGH,1503.9,57,Haryana,Construction,Male
3,"Payment of Wages Act, 1936",7999.0,39.21078431372549,MEDIUM,599.95,57,Haryana,Construction,Male
7,"Building & Construction Workers Act, 1996",1408.6674975562073,10.173332196269701,MEDIUM,2112.6933998044965,57,Haryana,Construction,Male
1,"Minimum Wages Act, 1948",13048.0,63.9607843137255,HIGH,1804.8000000000002,58,West Bengal,Retail,Male
3,"Payment of Wages Act, 1936",11008.0,53.96078431372548,MEDIUM,750.4,58,West Bengal,Retail,Male
1,"Minimum Wages Act, 1948",3848.0,17.814814814814813,MEDIUM,884.8,59,Gujarat,Machinery,Male
3,"Payment of Wages Act, 1936",1688.0,7.814814814814815,MEDIUM,284.4,59,Gujarat,Machinery,Male
1,"Minimum Wages Act, 1948",3145.0,15.416666666666668,MEDIUM,814.5,60,West Bengal,Services,Female
3,"Payment of Wages Act, 1936",1105.0,5.416666666666667,MEDIUM,255.25,60,West Bengal,Services,Female
1,"Minimum Wages Act, 1948",4133.0,20.25980392156863,MEDIUM,913.3,61,Haryana,Agriculture,Female
3,"Payment of Wages Act, 1936",2093.0,10.259803921568627,MEDIUM,304.65,61,Haryana,Agriculture,Female
1,"Minimum Wages Act, 1948",10921.0,56.00512820512821,HIGH,1592.1000000000001,62,Uttar Pradesh,Metals,Male
3,"Payment of Wages Act, 1936",8971.0,46.0051282051282,MEDIUM,648.55,62,Uttar Pradesh,Metals,Male
1,"Minimum Wages Act, 1948",684.0,3.3529411764705883,MEDIUM,568.4,63,Maharashtra,Retail,Male
1,"Minimum Wages Act, 1948",795.0,4.076923076923077,MEDIUM,579.5,65,Uttar Pradesh,Chemicals,Male
1,"Minimum Wages Act, 1948",7462.0,38.266666666666666,HIGH,1246.2,67,Uttar Pradesh,Small Manufacturing,Female
2,"Equal Remuneration Act, 1976",3350.200453789137,18.505545169315532,HIGH,10502.53006806837,67,Uttar Pradesh,Small Manufacturing,Female
3,"Payment of Wages Act, 1936",5512.0,28.26666666666667,MEDIUM,475.6,67,Uttar Pradesh,Small Manufacturing,Female
6,"POSH Act, 2013 (Severe Discrimination)",634.6356678263473,3.505545169315528,CRITICAL,50158.658916956585,67,Uttar Pradesh,Small Manufacturing,Female
1,"Minimum Wages Act, 1948",5404.0,26.49019607843137,MEDIUM,1040.4,68,West Bengal,Retail,Male
3,"Payment of Wages Act, 1936",3364.0,16.490196078431374,MEDIUM,368.20000000000005,68,West Bengal,Retail,Male
1,"Minimum Wages Act, 1948",1464.0,7.9135135135135135,MEDIUM,646.4,69,Punjab,Food Processing,Male
1,"Minimum Wages Act, 1948",7348.0,34.01851851851852,HIGH,1234.8000000000002,70,Gujarat,Agriculture,Female
2,"Equal Remuneration Act, 1976",1136.200453789137,6.27604500357908,HIGH,10170.43006806837,70,Gujarat,Agriculture,Female
3,"Payment of Wages Act, 1936",5188.0,24.01851851851852,MEDIUM,459.40000000000003,70,Gujarat,Agriculture,Female
1,"Minimum Wages Act, 1948",5809.0,32.272222222222226,HIGH,1080.9,71,Tamil Nadu,Food Processing,Female
2,"Equal Remuneration Act, 1976",3197.200453789137,17.66041710908171,HIGH,10479.580068068371,71,Tamil Nadu,Food Processing,Female
3,"Payment of Wages Act, 1936",4009.0,22.272222222222222,MEDIUM,400.45000000000005,71,Tamil Nadu,Food Processing,Female
6,"POSH Act, 2013 (Severe Discrimination)",481.63566782634734,2.660417109081708,CRITICAL,50120.408916956585,71,Tamil Nadu,Food Processing,Female
1,"Minimum Wages Act, 1948",7643.0,42.46111111111111,HIGH,1264.3000000000002,72,Madhya Pradesh,Retail,Female
2,"Equal Remuneration Act, 1976",5031.200453789137,27.790906406263577,HIGH,10754.68006806837,72,Madhya Pradesh,Retail,Female
3,"Payment of Wages Act, 1936",5843.0,32.461111111111116,MEDIUM,492.15000000000003,72,Madhya Pradesh,Retail,Female
6,"POSH Act, 2013 (Severe Discrimination)",2315.6356678263473,12.790906406263575,CRITICAL,50578.908916956585,72,Madhya Pradesh,Retail,Female
1,"Minimum Wages Act, 1948",3040.0,14.074074074074074,MEDIUM,804.0,74,Gujarat,Agriculture,Female
3,"Payment of Wages Act, 1936",880.0,4.074074074074074,MEDIUM,244.0,74,Gujarat,Agriculture,Female
1,"Minimum Wages Act, 1948",9103.0,44.622549019607845,HIGH,1410.3000000000002,75,Maharashtra,Agriculture,Female
2,"Equal Remuneration Act, 1976",4091.200453789137,22.598616362996975,HIGH,10613.68006806837,75,Maharashtra,Agriculture,Female
3,"Payment of Wages Act, 1936",7063.0,34.622549019607845,MEDIUM,553.1500000000001,75,Maharashtra,Agriculture,Female
6,"POSH Act, 2013 (Severe Discrimination)",1375.6356678263473,7.598616362996968,CRITICAL,50343.908916956585,75,Maharashtra,Agriculture,Female
8,Agricultural Labourers Act (State),773.4155574374818,5.446400918788454,MEDIUM,1046.4049334462488,75,Maharashtra,Agriculture,Female
1,"Minimum Wages Act, 1948",1967.0,9.642156862745098,MEDIUM,696.7,76,West Bengal,Services,Female
1,"Minimum Wages Act, 1948",13305.0,61.59722222222223,HIGH,1830.5,77,Karnataka,Services,Male
3,"Payment of Wages Act, 1936",11145.0,51.59722222222223,MEDIUM,757.25,77,Karnataka,Services,Male
1,"Minimum Wages Act, 1948",8775.0,48.75,HIGH,1377.5,80,Tamil Nadu,Agriculture,Male
3,"Payment of Wages Act, 1936",6975.0,38.75,MEDIUM,548.75,80,Tamil Nadu,Agriculture,Male
8,Agricultural Labourers Act (State),2845.4155574374818,20.037447860124235,MEDIUM,1170.724933446249,80,Tamil Nadu,Agriculture,Male
1,"Minimum Wages Act, 1948",5291.0,29.394444444444446,MEDIUM,1029.1,85,Madhya Pradesh,Agriculture,Female
2,"Equal Remuneration Act, 1976",2679.200453789137,14.799133872473094,HIGH,10401.88006806837,85,Madhya Pradesh,Agriculture,Female
3,"Payment of Wages Act, 1936",3491.0,19.394444444444446,MEDIUM,374.55,85,Madhya Pradesh,Agriculture,Female
1,"Minimum Wages Act, 1948",2556.0,14.359550561797752,MEDIUM,755.6,86,Jharkhand,Metals,Male
3,"Payment of Wages Act, 1936",776.0,4.359550561797753,MEDIUM,238.8,86,Jharkhand,Metals,Male
1,"Minimum Wages Act, 1948",10417.0,48.226851851851855,HIGH,1541.7,90,Karnataka,Textiles,Female
2,"Equal Remuneration Act, 1976",4205.200453789137,23.228319623563348,HIGH,10630.78006806837,90,Karnataka,Textiles,Female
3,"Payment of Wages Act, 1936",8257.0,38.22685185185185,MEDIUM,612.85,90,Karnataka,Textiles,Female
6,"POSH Act, 2013 (Severe Discrimination)",1489.6356678263473,8.228319623563344,CRITICAL,50372.408916956585,90,Karnataka,Textiles,Female
1,"Minimum Wages Act, 1948",5653.0,27.71078431372549,MEDIUM,1065.3000000000002,93,Haryana,Manufacturing,Male
3,"Payment of Wages Act, 1936",3613.0,17.71078431372549,MEDIUM,380.65,93,Haryana,Manufacturing,Male
1,"Minimum Wages Act, 1948",13768.0,63.74074074074074,HIGH,1876.8000000000002,94,Karnataka,Construction,Male
3,"Payment of Wages Act, 1936",11608.0,53.74074074074075,MEDIUM,780.4,94,Karnataka,Construction,Male
4,"Contract Labour (R&A) Act, 1970",1860.667350928641,13.437654450456934,HIGH,5186.066735092864,94,Karnataka,Construction,Male
7,"Building & Construction Workers Act, 1996",3937.6674975562073,28.437654450456932,MEDIUM,2315.0133998044967,94,Karnataka,Construction,Male
1,"Minimum Wages Act, 1948",6157.0,34.205555555555556,HIGH,1115.7,95,Tamil Nadu,Retail,Male
3,"Payment of Wages Act, 1936",4357.0,24.205555555555556,MEDIUM,417.85,95,Tamil Nadu,Retail,Male
1,"Minimum Wages Act, 1948",8162.0,45.34444444444444,HIGH,1316.2,96,Tamil Nadu,Manufacturing,Female
2,"Equal Remuneration Act, 1976",5550.200453789137,30.657713355684184,HIGH,10832.53006806837,96,Tamil Nadu,Manufacturing,Female
3,"Payment of Wages Act, 1936",6362.0,35.34444444444445,MEDIUM,518.1,96,Tamil Nadu,Manufacturing,Female
6,"POSH Act, 2013 (Severe Discrimination)",2834.6356678263473,15.657713355684177,CRITICAL,50708.658916956585,96,Tamil Nadu,Manufacturing,Female
1,"Minimum Wages Act, 1948",9789.0,54.383333333333326,HIGH,1478.9,97,Tamil Nadu,Construction,Male
3,"Payment of Wages Act, 1936",7989.0,44.38333333333333,MEDIUM,599.45,97,Tamil Nadu,Construction,Male
4,"Contract Labour (R&A) Act, 1970",1481.667350928641,10.70053379631025,HIGH,5148.166735092864,97,Tamil Nadu,Construction,Male
7,"Building & Construction Workers Act, 1996",3558.6674975562073,25.700533796310253,MEDIUM,2284.6933998044965,97,Tamil Nadu,Construction,Male
1,"Minimum Wages Act, 1948",10843.0,48.19111111111111,HIGH,1584.3,98,Chhattisgarh,Construction,Male
3,"Payment of Wages Act, 1936",8593.0,38.19111111111111,MEDIUM,629.6500000000001,98,Chhattisgarh,Construction,Male
7,"Building & Construction Workers Act, 1996",112.66749755620731,0.8136795108499103,MEDIUM,2009.0133998044967,98,Chhattisgarh,Construction,Male
1,"Minimum Wages Act, 1948",11627.0,59.62564102564103,HIGH,1662.7,99,Telangana,Small Manufacturing,Female
2,"Equal Remuneration Act, 1976",7515.200453789137,41.51180903123618,HIGH,11127.28006806837,99,Telangana,Small Manufacturing,Female
3,"Payment of Wages Act, 1936",9677.0,49.62564102564102,MEDIUM,683.85,99,Telangana,Small Manufacturing,Female
4,"Contract Labour (R&A) Act, 1970",2734.4622119815667,18.04506591807619,HIGH,5273.446221198156,99,Telangana,Small Manufacturing,Female
6,"POSH Act, 2013 (Severe Discrimination)",4799.635667826347,26.511809031236176,CRITICAL,51199.908916956585,99,Telangana,Small Manufacturing,Female
1,"Minimum Wages Act, 1948",3786.0,17.52777777777778,MEDIUM,878.6,100,Karnataka,Mining,Male
3,"Payment of Wages Act, 1936",1626.0,7.527777777777778,MEDIUM,281.3,100,Karnataka,Mining,Male
1,"Minimum Wages Act, 1948",10836.0,53.11764705882352,HIGH,1583.6000000000001,101,Haryana,Food Processing,Female
2,"Equal Remuneration Act, 1976",5824.200453789137,32.17121066616828,HIGH,10873.63006806837,101,Haryana,Food Processing,Female
3,"Payment of Wages Act, 1936",8796.0,43.11764705882353,MEDIUM,639.8,101,Haryana,Food Processing,Female
6,"POSH Act, 2013 (Severe Discrimination)",3108.6356678263473,17.171210666168275,CRITICAL,50777.158916956585,101,Haryana,Food Processing,Female
1,"Minimum Wages Act, 1948",11106.0,51.416666666666664,HIGH,1610.6000000000001,102,Gujarat,Construction,Male
3,"Payment of Wages Act, 1936",8946.0,41.41666666666667,MEDIUM,647.3,102,Gujarat,Construction,Male
7,"Building & Construction Workers Act, 1996",1275.6674975562073,9.212812283336962,MEDIUM,2102.0533998044966,102,Gujarat,Construction,Male
1,"Minimum Wages Act, 1948",14139.0,65.45833333333333,HIGH,1913.9,103,Karnataka,Mining,Male
3,"Payment of Wages Act, 1936",11979.0,55.45833333333333,MEDIUM,798.95,103,Karnataka,Mining,Male
1,"Minimum Wages Act, 1948",10809.0,52.985294117647065,HIGH,1580.9,105,Maharashtra,Agriculture,Male
3,"Payment of Wages Act, 1936",8769.0,42.98529411764706,MEDIUM,638.45,105,Maharashtra,Agriculture,Male
8,Agricultural Labourers Act (State),2479.4155574374818,17.460071807745425,MEDIUM,1148.764933446249,105,Maharashtra,Agriculture,Male
1,"Minimum Wages Act, 1948",12371.0,60.6421568627451,HIGH,1737.1000000000001,107,West Bengal,Manufacturing,Female
2,"Equal Remuneration Act, 1976",7359.200453789137,40.65010983256641,HIGH,11103.88006806837,107,West Bengal,Manufacturing,Female
3,"Payment of Wages Act, 1936",10331.0,50.642156862745104,MEDIUM,716.5500000000001,107,West Bengal,Manufacturing,Female
6,"POSH Act, 2013 (Severe Discrimination)",4643.635667826347,25.650109832566404,CRITICAL,51160.908916956585,107,West Bengal,Manufacturing,Female
1,"Minimum Wages Act, 1948",2505.0,12.846153846153847,MEDIUM,750.5,108,Uttar Pradesh,Textiles,Female
3,"Payment of Wages Act, 1936",555.0,2.8461538461538463,MEDIUM,227.75,108,Uttar Pradesh,Textiles,Female
1,"Minimum Wages Act, 1948",11972.0,61.3948717948718,HIGH,1697.2,109,Uttar Pradesh,Services,Female
2,"Equal Remuneration Act, 1976",7860.200453789137,43.417489951371266,HIGH,11179.03006806837,109,Uttar Pradesh,Services,Female
3,"Payment of Wages Act, 1936",10022.0,51.3948717948718,MEDIUM,701.1,109,Uttar Pradesh,Services,Female
6,"POSH Act, 2013 (Severe Discrimination)",5144.635667826347,28.417489951371262,CRITICAL,51286.158916956585,109,Uttar Pradesh,Services,Female
1,"Minimum Wages Act, 1948",2176.0,11.762162162162163,MEDIUM,717.6,110,Punjab,Small Manufacturing,Male
3,"Payment of Wages Act, 1936",326.0,1.7621621621621624,MEDIUM,216.3,110,Punjab,Small Manufacturing,Male
1,"Minimum Wages Act, 1948",13029.0,66.81538461538462,HIGH,1802.9,111,Rajasthan,Textiles,Female
2,"Equal Remuneration Act, 1976",8917.200453789137,49.256054393640206,HIGH,11337.580068068371,111,Rajasthan,Textiles,Female
3,"Payment of Wages Act, 1936",11079.0,56.81538461538461,MEDIUM,753.95,111,Rajasthan,Textiles,Female
4,"Contract Labour (R&A) Act, 1970",3665.6019675925927,25.313427374560433,HIGH,5366.560196759259,111,Rajasthan,Textiles,Female
6,"POSH Act, 2013 (Severe Discrimination)",6201.635667826347,34.2560543936402,CRITICAL,51550.408916956585,111,Rajasthan,Textiles,Female
1,"Minimum Wages Act, 1948",2179.0,10.681372549019608,MEDIUM,717.9,112,West Bengal,Manufacturing,Female
